comment,class
  TODO must get polling interval from config file  ,DESIGN
    TODO reactivate when feature is supported,DESIGN
  If this folder has children add them  TODO In the future we should try to fetch additional children on demand  when the tree of the dialog is opened,DESIGN
  TODO @author fdietz  Add more special entities  e g accenture chars such as ?,DESIGN
"  TODO @author waffel  encrypt AND sign dosN#t work The message is  always only  encrypted We need a function that knows, here  is an encrypted AND signed Message Thus first encyrpt and then  verifySign the message  if this message is signed encrypted we have to use  GnuPG to extract the decrypted bodypart   multipart encrypted   multipart signed",DESIGN
"     Transforms urls into HTML just as substituteURL String ,    but tries to ignore urls, which are already links, if the ignore    links flag is set     br    This extended functionality is necessary when parsing a text which    is already partly html     br    FIXME Can this be done smarter, i e directly with reg expr without manual parsing??       @param     s                input text    @param    ignoreLinks        if true link tags are ignored This gives a                                wrong result if some urls are already links                                but uses reg expr directly, and is                                therefore faster    @return    text with urls    ",DESIGN
  TODO @author fdietz ensure that we don't fetch individual  headers  to reduce client server roundtrips,DESIGN
  ??? bad to have release hardocoded here Fix later  right ,DESIGN
  TODO @author fdietz  i18n,DESIGN
  TODO @author fdietz  i18n,DESIGN
  hack if start and end time is at 00 00 00 000 it is  an all day event,DESIGN
 TODO Open stream from the mime part specified by contentID of the  currently viewed mail,DESIGN
  something is very wrong here,DESIGN
  its maybe better to leave this option out of the dialog    make it configurable in the xml file anyway,DESIGN
  TODO @author fdietz  i18n,DESIGN
  TODO Make this hack more i18n compatible,DESIGN
  TODO @author fdietz  i18n,DESIGN
 TODO move resources to a resource file  ,DESIGN
  TODO use UndoableEditEvent to make this really work,DESIGN
  TODO Should we take some action to ensure signature is valid  html?,DESIGN
  XXX should this be fired by a different thread?  ,DESIGN
 TODO add a configuration of the cache size,DESIGN
"  	  Command executes the search 	  p 	  In case new result results arrive, it ensures that all interested	  listeners are notified from inside the EDT 	  p 	  FIXME fdietz No locking of folders currently implemented! TODO fdietz 	  create new Command for every provider to introduce real ""parallel"" search	  	  @author fdietz	  ",DESIGN
" XXX this is not thread safe, though luck It isn't supposed to be  ",DESIGN
  TODO @author fdietz  move this to AbstractMessageFolder constructor,DESIGN
 TODO Should this be renamed to cLoc or something more appropriate than clock?,DESIGN
"       TODO @author karlpeder  Guess that right thing to do is to get height as getDrawingSize  getHeight ,      since this should take top and bottom margin of this print      object into account But the height seems not to be set      correctly in computePositionAndSize   20030604, karlpeder       ",DESIGN
"  we can't use SystemClassLoader here, because that  wouldn't work with java webstart,  ResourceBundle uses its own internal classloader  if no classloader is given    set classloader  null",DESIGN
"    Note We intentionally don't remember internal plugins, because  we don't want them to appear in the plugin manager currently     TODO improve plugin manager dialog to support internal plugins  which can't be removed, etc ",DESIGN
  FIXME calendar?,DESIGN
"  TODO @author hubms have this flags, until the speed of the entitymanager  is improved",DESIGN
  cleanup remove port number file,DESIGN
  TODO There's probably a better way to do this hack  ,DESIGN
" TODO before inserting, find out if there's already a menu item    with the same action command if so, replace it, otherwise insert new    ",DESIGN
  TODO @author fdietz  add import feature,DESIGN
 TODO @author fdietz  i18n,DESIGN
  TODO @author hubms  implement custom menuitem renderer,DESIGN
  TODO @author fdietz no paging used currently  show only first 5 results,DESIGN
  TODO @author fdietz  i18n,DESIGN
  real stupid recreation of whole menu model,DESIGN
  TODO @author fdietz no paging used currently  show only first 5 results,DESIGN
  TODO throw IllegalArgumentException in case a variable  null,DESIGN
 TODO @author fdietz  associate help with button and root pane,DESIGN
  FIXME  This will most likely not work       You want the element removed if the contents are the same       Not just if the element reference is the same ,DESIGN
"   @author fdietz  using shutdown manager is wrong here, because this  automatically also calls the FrameManager, which   also starts a second shutdown thread    This leads into two parallel shutdown thread which    is why sometimes config files, etc get messed up      ",DESIGN
  @author fdietz hackish way of creating a search toolbar  JToolBar searchToolBar  new ExtendableToolBar ;,DESIGN
   A Command uses the information provided from @link DefaultCommandReference  to execute itself   p  TODO remove IFrameMediator dependency   @author Timo Stich tstich@users sourceforge net  ,DESIGN
"  manually rewrite the connection url, because  if there is no rewrite the database files are created  in the starting directory, we don't want that!",DESIGN
  TODO fix updateActions  enableActions getCurrentOwner  ;,DESIGN
  TODO @author hubms check what is neccessary  remove old filters  searchFolder getFilter  getFilterRule  removeAll ;  add filter criteria  searchFolder getFilter  getFilterRule  add c ;,DESIGN
 TODO Let the AttachmentViewer get the focus so that this works,DESIGN
 TODO Open in message frame  TODO Handle also message attachments from OpenInComposer action,DESIGN
"  TODO @author fdietz  add central place, which keeps a list of all possible     colors, and provides a custom color configuration possibility",DESIGN
  @TODO dont use deprecated method,DESIGN
  TODO @author fdietz  implement custom menuitem renderer,DESIGN
  TODO @author fdietz  i18n,DESIGN
 TODO @author fdietz  i18n,DESIGN
"  FIXME @author fdietz  Do we need this implementation in a TempFolder?  If not, just put an empty method here, just like in VirtualFolder ",DESIGN
  TODO @author fdietz  i18n,DESIGN
  TODO Ristretto should handle the logging of streams in another  way ,DESIGN
"  TODO @author fdietz  All this code for creating a new  IMAPRootFolder should  be moved to a FolderFactory    this way ""path"" would be handled in the factory, too  parent directory for mail folders  for example "" columba mail ""  String path   MailConfig getInstance  getConfigDirectory  getPath ;",DESIGN
  turn of focus stealing workaround should be removed in the  future! ,DESIGN
"  wait, if there is an active transaction  TODO @author hubms retrycount!",DESIGN
"  	  this regular expression should cover anything from a@a pt or a@a com to	  a@a info Permits usage of invalid top domains though 	  p 	  bug fdietz added "" "" and "" "" as regular characters	  example mail@toplevel mail de 	  p 	  TODO see if we can replace the matching code with Ristretto stuff	 	  ",DESIGN
"  @author fdietz  This is a workaround Generally, the contact dialog editor  should ensure that all necessary fields are available  ",DESIGN
  TODO replace view with more detailed info view,DESIGN
"  TODO we should check if we need an vector or better another list  implementation; checking also, if the list  must be syncronized or not performance ",DESIGN
  FIXME is this correct for,DESIGN
 TODO @author fdietz  i18n,DESIGN
 TODO externalize string  $NON NLS 1$,DESIGN
  TODO multiplicity checks,DESIGN
"  TODO @author fdietz  until we can get all the settings update  immediately  we just open a message box, telling the user to restart",DESIGN
  TODO real IM status here,DESIGN
"  FIXME should we align the menu to the left instead?  menu show b, b getWidth   menu getWidth , b getHeight  ;",DESIGN
  TODO @author fdietz  i18n,DESIGN
  TODO @author fdietz  i18n,DESIGN
"  @author tstich  Its better to call the Shutdownmanager  since the above is called automatically from it   ShutdownManager is modified to allow one shutdown  call only, so we never should have multi shutdown  problems again ",DESIGN
